Pincode,AreaName,Sarvice Type,Transit Time,Rate group
132002,HARYANA,ODA,2-3 Days,1
132003,HARYANA,ODA,2-3 Days,1
132011,HARYANA,ODA,2-3 Days,1
132021,AMBALA,ODA,2-4 Days,1
132022,HARYANA,ODA,2-3 Days,1
132023,HARYANA,ODA,2-3 Days,1
132024,HARYANA,ODA,2-3 Days,1
132025,HARYANA,ODA,2-3 Days,1
132026,HARYANA,ODA,2-3 Days,1
132027,HARYANA,ODA,2-3 Days,1
132032,AMBALA,ODA,2-4 Days,1
132035,AMBALA,ODA,2-4 Days,1
132036,HARYANA,ODA,2-3 Days,1
132037,JAMMU AND KASHMIR,ODA,3-4 Days,1
132039,HARYANA,ODA,2-3 Days,1
132040,HARYANA,ODA,2-3 Days,1
132041,HARYANA,ODA,2-3 Days,1
132043,AMBALA,ODA,2-4 Days,1
132044,AMBALA,ODA,2-4 Days,1
132046,HARYANA,ODA,2-3 Days,1
132047,HARYANA,ODA,2-3 Days,1
132051,AMBALA,ODA,2-4 Days,1
132052,HARYANA,ODA,2-3 Days,1
132054,HARYANA,ODA,2-3 Days,1
132101,HARYANA,ODA,2-3 Days,1
132102,PUNJAB,ODA,2-4 Days,1
132103,HARYANA,NORMAL,2-3 Days,1
132104,HARYANA,ODA,2-3 Days,1
132105,HARYANA,ODA,2-3 Days,1
132106,HARYANA,ODA,2-3 Days,1
132107,HARYANA,NORMAL,2-3 Days,1
132108,HARYANA,NORMAL,2-3 Days,1
132109,HARYANA,NORMAL,2-3 Days,1
132110,HARYANA,NORMAL,2-3 Days,1
132113,HARYANA,ODA,2-3 Days,1
132114,HARYANA,ODA,2-3 Days,1
132115,HARYANA,ODA,2-3 Days,1
132116,HARYANA,ODA,2-3 Days,1
132117,HARYANA,ODA,2-3 Days,1
132118,AMBALA,ODA,2-4 Days,1
132119,AMBALA,ODA,2-4 Days,1
132120,HARYANA,NORMAL,2-3 Days,1
132128,AMBALA,ODA,2-4 Days,1
132132,AMBALA,ODA,2-4 Days,1
132135,AMBALA,ODA,2-4 Days,1
132140,HARYANA,ODA,2-3 Days,1
132145,HARYANA,ODA,2-3 Days,1
132157,HARYANA,ODA,2-3 Days,1
133001,AMBALA,NORMAL,2-3 Days,1
133002,AMBALA,NORMAL,2-3 Days,1
133003,AMBALA,NORMAL,2-3 Days,1
133004,AMBALA,NORMAL,2-3 Days,1
133005,AMBALA,NORMAL,2-3 Days,1
133006,AMBALA,NORMAL,2-3 Days,1
133021,AMBALA,ODA,2-4 Days,1
133101,AMBALA,ODA,2-4 Days,1
133102,AMBALA,NORMAL,2-3 Days,1
133103,HARYANA,ODA,2-3 Days,1
133104,AMBALA,ODA,2-4 Days,1
133105,HARYANA,ODA,2-3 Days,1
133201,AMBALA,ODA,2-4 Days,1
133202,AMBALA,ODA,2-4 Days,1
133203,AMBALA,ODA,2-4 Days,1
133204,HIMACHAL PRADESH,NORMAL,4-6 Days,1
133205,AMBALA,ODA,2-4 Days,1
