Pincode,AreaName,Sarvice Type,Transit Time,Rate group
364060,GUJARAT,NORMAL,5-7 Days,1
364070,GUJARAT,ODA,5-8 Days,1
364110,GUJARAT,NORMAL,5-7 Days,1
364120,GUJARAT,ODA,5-8 Days,1
364130,GUJARAT,ODA,5-8 Days,1
364140,GUJARAT,ODA,5-8 Days,1
364230,GUJARAT,ODA,5-8 Days,1
364240,GUJARAT,ODA,5-8 Days,1
364250,GUJARAT,ODA,5-8 Days,1
364270,GUJARAT,ODA,5-8 Days,1
364280,GUJARAT,ODA,5-8 Days,1
364290,GUJARAT,ODA,5-8 Days,1
364295,GUJARAT,ODA,5-8 Days,1
364310,GUJARAT,ODA,5-8 Days,1
364330,GUJARAT,ODA,5-8 Days,1
364480,GUJARAT,ODA,5-8 Days,1
364505,GUJARAT,ODA,5-8 Days,1
364510,GUJARAT,ODA,5-8 Days,1
364515,RAJKOT,ODA,4-6 Days,1
364530,GUJARAT,ODA,5-8 Days,1
364535,GUJARAT,ODA,5-8 Days,1
364601,RAJKOT,ODA,4-6 Days,1
364650,GUJARAT,ODA,5-8 Days,1
364710,GUJARAT,ODA,5-8 Days,1
364720,GUJARAT,ODA,5-8 Days,1
364740,GUJARAT,ODA,5-8 Days,1
364750,GUJARAT,ODA,5-8 Days,1
364760,GUJARAT,ODA,5-8 Days,1
365410,RAJKOT,ODA,4-6 Days,1
365421,RAJKOT,ODA,4-6 Days,1
365455,RAJKOT,ODA,4-6 Days,1
365535,RAJKOT,ODA,4-6 Days,1
365541,GUJARAT,ODA,5-8 Days,1
365560,RAJKOT,ODA,4-6 Days,1
365601,RAJKOT,ODA,4-6 Days,1
365610,RAJKOT,ODA,4-6 Days,1
365620,RAJKOT,ODA,4-6 Days,1
365640,GUJARAT,ODA,5- 7 Days,1
370001,GUJARAT,ODA,5- 7 Days,1
370002,GUJARAT,NORMAL,5- 7 Days,1
370003,GUJARAT,ODA,5- 7 Days,1
370004,GUJARAT,ODA,5- 7 Days,1
370005,GUJARAT,ODA,5- 7 Days,1
370006,GUJARAT,ODA,5- 7 Days,1
370007,GUJARAT,ODA,5- 7 Days,1
370008,GUJARAT,ODA,5- 7 Days,1
370009,GUJARAT,ODA,5- 7 Days,1
370010,GUJARAT,ODA,5- 7 Days,1
370020,GUJARAT,ODA,5- 7 Days,1
370105,GUJARAT,ODA,5- 7 Days,1
370110,GUJARAT,NORMAL,5- 7 Days,1
370130,GUJARAT,ODA,5- 7 Days,1
370140,GUJARAT,ODA,5- 7 Days,1
370145,GUJARAT,ODA,5-8 Days,1
370150,GUJARAT,ODA,5- 7 Days,1
