Pincode,AreaName,Sarvice Type,Transit Time,Rate group
759105,CUTTACK,ODA,5-8 Days,1
759106,CUTTACK,ODA,5-8 Days,1
759107,CUTTACK,ODA,5-8 Days,1
759118,CUTTACK,ODA,5-8 Days,1
759121,CUTTACK,ODA,5-8 Days,1
759122,CUTTACK,NORMAL,5-7 Days,1
759123,CUTTACK,NORMAL,5-7 Days,1
759124,CUTTACK,ODA,5-8 Days,1
759125,CUTTACK,ODA,5-8 Days,1
759127,CUTTACK,ODA,5-8 Days,1
759131,CUTTACK,ODA,5-8 Days,1
759133,CUTTACK,ODA,5-8 Days,1
759141,CUTTACK,ODA,5-8 Days,1
759144,CUTTACK,ODA,5-8 Days,1
759145,CUTTACK,ODA,5-8 Days,1
760001,CUTTACK,NORMAL,5-7 Days,1
760002,CUTTACK,ODA,5-8 Days,1
760003,CUTTACK,NORMAL,5-7 Days,1
760004,CUTTACK,NORMAL,5-7 Days,1
760005,CUTTACK,NORMAL,5-7 Days,1
760006,CUTTACK,NORMAL,5-7 Days,1
760007,CUTTACK,ODA,5-8 Days,1
760008,CUTTACK,NORMAL,5-7 Days,1
760009,CUTTACK,NORMAL,4-6 Days,1
760010,CUTTACK,NORMAL,5-7 Days,1
760011,BHUBANESHWAR,NORMAL,4-6 Days,1
761001,CUTTACK,ODA,5-8 Days,1
761002,CUTTACK,ODA,5-8 Days,1
761003,CUTTACK,ODA,5-8 Days,1
761006,CUTTACK,ODA,5-8 Days,1
761008,CUTTACK,ODA,5-8 Days,1
761009,CUTTACK,ODA,5-8 Days,1
761010,CUTTACK,ODA,5-8 Days,1
761012,CUTTACK,ODA,5-8 Days,1
761015,CUTTACK,ODA,4-7 Days,1
761018,CUTTACK,ODA,5-8 Days,1
761020,CUTTACK,ODA,5-8 Days,1
761026,CUTTACK,ODA,5-8 Days,1
761027,CUTTACK,ODA,5-8 Days,1
761028,CUTTACK,ODA,5-8 Days,1
761029,CUTTACK,ODA,5-8 Days,1
761030,CUTTACK,ODA,5-8 Days,1
761032,CUTTACK,ODA,5-8 Days,1
761045,CUTTACK,ODA,5-8 Days,1
761054,CUTTACK,ODA,5-8 Days,1
761100,CUTTACK,ODA,5-8 Days,1
761101,CUTTACK,ODA,5-8 Days,1
761102,CUTTACK,ODA,5-8 Days,1
761110,CUTTACK,ODA,5-8 Days,1
761119,CUTTACK,ODA,4-7 Days,1
761126,CUTTACK,ODA,5-8 Days,1
761200,CUTTACK,ODA,4-7 Days,1
762001,CUTTACK,ODA,4-7 Days,1
762011,CUTTACK,ODA,4-7 Days,1
762028,CUTTACK,ODA,4-7 Days,1
762104,CUTTACK,ODA,4-7 Days,1
763001,CUTTACK,ODA,4-7 Days,1
763002,CUTTACK,ODA,4-7 Days,1
763008,CUTTACK,ODA,4-7 Days,1
763028,CUTTACK,ODA,4-7 Days,1
764001,CUTTACK,ODA,4-7 Days,1
764002,CUTTACK,ODA,4-7 Days,1
764004,CUTTACK,ODA,4-7 Days,1
764020,CUTTACK,ODA,4-7 Days,1
764021,CUTTACK,ODA,4-7 Days,1
764022,CUTTACK,ODA,4-7 Days,1
764046,CUTTACK,ODA,4-7 Days,1
764047,CUTTACK,ODA,4-7 Days,1
