Pincode,AreaName,Sarvice Type,Transit Time,Rate group
623308,TAMIL NADU,ODA,6-9 Days,1
623309,TAMIL NADU,ODA,6-9 Days,1
623310,TAMIL NADU,ODA,6-9 Days,1
623312,TAMIL NADU,ODA,6-9 Days,1
623314,TAMIL NADU,ODA,6-9 Days,1
623315,TAMIL NADU,ODA,6-9 Days,1
623319,TAMIL NADU,ODA,6-9 Days,1
623401,TAMIL NADU,ODA,6-9 Days,1
623402,TAMIL NADU,ODA,6-9 Days,1
623403,TAMIL NADU,ODA,6-9 Days,1
623404,TAMIL NADU,ODA,6-9 Days,1
623406,TAMIL NADU,ODA,6-9 Days,1
623407,TAMIL NADU,ODA,6-9 Days,1
623409,TAMIL NADU,ODA,6-9 Days,1
623501,TAMIL NADU,ODA,5-8 Days,1
623502,TAMIL NADU,ODA,6-9 Days,1
623512,TAMIL NADU,ODA,6-9 Days,1
623513,TAMIL NADU,ODA,6-9 Days,1
623514,TAMIL NADU,ODA,6-9 Days,1
623515,TAMIL NADU,ODA,6-9 Days,1
623516,TAMIL NADU,ODA,6-9 Days,1
623517,TAMIL NADU,ODA,5-8 Days,1
623518,TAMIL NADU,ODA,6-9 Days,1
623519,TAMIL NADU,ODA,6-9 Days,1
623520,TAMIL NADU,ODA,6-9 Days,1
623521,TAMIL NADU,ODA,6-9 Days,1
623522,TAMIL NADU,ODA,6-9 Days,1
623523,TAMIL NADU,ODA,6-9 Days,1
623524,TAMIL NADU,ODA,6-9 Days,1
623525,TAMIL NADU,ODA,6-9 Days,1
623526,TAMIL NADU,ODA,6-9 Days,1
623527,TAMIL NADU,ODA,6-9 Days,1
623528,TAMIL NADU,ODA,6-9 Days,1
623529,TAMIL NADU,ODA,6-9 Days,1
623530,TAMIL NADU,ODA,6-9 Days,1
623531,TAMIL NADU,ODA,6-9 Days,1
623532,TAMIL NADU,ODA,6-9 Days,1
623533,TAMIL NADU,ODA,6-9 Days,1
623534,TAMIL NADU,ODA,6-9 Days,1
623535,TAMIL NADU,ODA,6-9 Days,1
623536,TAMIL NADU,ODA,6-9 Days,1
623537,TAMIL NADU,ODA,6-9 Days,1
623538,TAMIL NADU,ODA,6-9 Days,1
623539,TAMIL NADU,ODA,6-9 Days,1
